city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
Brossard,Secteur C,Single Family,4,4,1538,8468.0,1984,yes,yes,2025,628000
Trois-Rivières,Centre-Ville,Single Family,4,2,1157,7467.0,2007,yes,yes,2025,333000
Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,4,2,870,3162.0,1970,yes,yes,2025,198000
Laval,Fabreville,Bungalow,3,1,1100,3399.0,1989,no,yes,2025,670000
Laval,Fabreville,Townhouse,2,2,1219,2833.0,1969,yes,yes,2024,403000
Montréal,Pointe-aux-Trembles,Single Family,5,3,1000,10697.0,2022,yes,yes,2025,485000
Gatineau,Buckingham,Townhouse,2,1,1324,2553.0,1968,yes,yes,2025,452000
Montréal,Saint-Léonard,Single Family,4,4,1746,7459.0,1942,yes,yes,2024,650000
Montréal,NDG,Triplex,5,5,2309,4749.0,2001,yes,no,2022,955000
Québec,Limoilou,Duplex,5,3,2084,5837.0,2020,no,no,2021,312000
Saint-Jérôme,Bellefeuille,Single Family,3,1,1205,3690.0,1989,no,yes,2022,282000
Mirabel,Saint-Canut,Single Family,4,2,1619,4201.0,2002,yes,yes,2024,575000
Longueuil,Le Vieux-Longueuil,Single Family,3,4,1711,8785.0,1989,yes,yes,2023,777000
Montréal,Saint-Léonard,Townhouse,3,2,1081,2775.0,1925,no,no,2022,378000
Lévis,Lévis Centre,Bungalow,2,2,833,5890.0,2014,yes,yes,2022,243000
Montréal,LaSalle,Single Family,4,2,1216,7695.0,1945,yes,yes,2021,438000
Québec,Sillery,Single Family,4,3,1264,5099.0,2007,yes,yes,2024,397000
Longueuil,Vieux-Longueuil,Single Family,3,3,1768,5964.0,1967,yes,yes,2025,902000
Saguenay,Jonquière,Single Family,5,2,1330,8476.0,2010,yes,yes,2025,370000
Montréal,LaSalle,Townhouse,3,2,945,3288.0,1989,yes,yes,2022,306000
Boucherville,Boucherville Centre,Single Family,3,2,1706,7027.0,1996,no,no,2022,498000
Blainville,Blainville Centre,Bungalow,2,2,1163,4752.0,2019,yes,yes,2023,441000
Lévis,Charny,Single Family,3,3,1540,7946.0,2017,yes,yes,2024,501000
Saint-Bruno-de-Montarville,Centre-Ville,Duplex,6,3,1542,5469.0,1960,yes,yes,2024,715000
Lévis,Lévis Centre,Single Family,5,3,1760,6053.0,1966,no,no,2021,363000
Montréal,Verdun,Single Family,6,2,1581,6296.0,1991,no,yes,2023,590000
Saint-Bruno-de-Montarville,Centre-Ville,Triplex,5,5,2185,3976.0,2010,no,no,2024,935000
Repentigny,Repentigny Centre,Duplex,4,3,1512,6262.0,2019,yes,no,2024,743000
Terrebonne,Terrebonne Ouest,Single Family,3,3,1520,8161.0,1983,no,yes,2021,538000
Boucherville,Boucherville Centre,Single Family,4,3,1562,9041.0,2021,yes,yes,2025,640000
Québec,Beauport,Single Family,4,2,1748,10684.0,2001,yes,yes,2024,561000
Trois-Rivières,Centre-Ville,Single Family,5,2,1786,6060.0,1968,no,no,2025,468000
Granby,Centre-Ville,Townhouse,3,3,1161,3040.0,2016,yes,yes,2022,280000
Baie-Comeau,Baie-Comeau Centre,Townhouse,3,2,1322,4233.0,2020,no,yes,2021,148000
Granby,Centre-Ville,Townhouse,3,1,1078,2497.0,2009,yes,yes,2024,375000
Montréal,Lachine,Duplex,4,3,1617,3443.0,2014,yes,no,2025,858000
Montréal,Verdun,Single Family,4,3,1280,4065.0,1952,yes,yes,2025,415000
Laval,Sainte-Dorothée,Single Family,4,2,1249,5925.0,2018,yes,yes,2022,432000
Québec,Lebourgneuf,Single Family,5,2,1411,6210.0,1958,yes,yes,2021,317000
Québec,Sillery,Duplex,4,3,1581,4635.0,1903,yes,yes,2023,387000
Laval,Sainte-Dorothée,Single Family,5,3,1191,6419.0,2007,yes,yes,2025,694000
Montréal,Outremont,Townhouse,3,3,985,2341.0,1982,yes,yes,2025,443000
Longueuil,Le Vieux-Longueuil,Single Family,4,1,1797,8438.0,1996,no,yes,2024,751000
Dollard-des-Ormeaux,West Island,Single Family,4,3,1942,11363.0,1957,no,yes,2022,557000
Montréal,Hochelaga-Maisonneuve,Single Family,4,2,1429,7869.0,1997,no,yes,2021,474000
Drummondville,Centre-Ville,Single Family,3,2,1268,6592.0,1987,yes,yes,2021,227000
Blainville,Blainville Centre,Single Family,5,4,1479,6257.0,1965,yes,no,2023,520000
Montréal,Pointe-aux-Trembles,Triplex,6,5,2509,4444.0,1978,no,yes,2025,1229000
Longueuil,Le Vieux-Longueuil,Triplex,5,5,2445,3138.0,2012,yes,yes,2025,1172000
Pointe-Claire,West Island,Townhouse,3,2,948,2339.0,2018,no,no,2021,280000
Longueuil,Greenfield Park,Townhouse,3,1,1104,4203.0,1977,yes,yes,2023,363000
Montréal,Hochelaga-Maisonneuve,Single Family,3,3,1458,5166.0,1979,yes,yes,2025,609000
Pointe-Claire,West Island,Single Family,4,3,1135,5363.0,2001,yes,yes,2023,629000
Drummondville,Centre-Ville,Townhouse,3,1,874,2762.0,2010,yes,yes,2025,235000
Québec,Sillery,Townhouse,3,2,1092,1769.0,1934,yes,yes,2025,342000
Longueuil,Greenfield Park,Single Family,2,2,1280,4363.0,2013,yes,yes,2021,582000
Dollard-des-Ormeaux,West Island,Townhouse,4,3,1218,2382.0,1979,yes,yes,2023,459000
Laval,Duvernay,Duplex,4,2,1276,4610.0,1967,no,no,2022,471000
Montréal,Ahuntsic,Townhouse,3,2,1094,3172.0,2007,yes,yes,2025,428000
Laval,Fabreville,Townhouse,3,3,1365,3493.0,2021,yes,yes,2023,460000
Laval,Vimont,Single Family,4,4,1320,6075.0,2008,yes,yes,2025,620000
Québec,Charlesbourg,Townhouse,4,2,989,2221.0,1917,no,no,2023,288000
Laval,Fabreville,Townhouse,2,1,1162,3441.0,1972,yes,yes,2021,518000
Montréal,Outremont,Duplex,5,3,1818,4558.0,1968,no,no,2025,849000
Terrebonne,Terrebonne Ouest,Duplex,4,3,1787,3192.0,1997,no,yes,2023,697000
Laval,Fabreville,Single Family,3,3,1821,8271.0,1971,yes,yes,2025,850000
Québec,Vanier,Single Family,4,4,1022,8396.0,1948,yes,yes,2024,393000
Laval,Pont-Viau,Single Family,3,3,1038,5223.0,1961,yes,yes,2025,617000
Montréal,Saint-Léonard,Single Family,5,2,1442,8917.0,1961,no,no,2024,666000
Victoriaville,Centre-Ville,Townhouse,4,2,1273,3945.0,1994,yes,yes,2024,315000
Longueuil,Greenfield Park,Duplex,3,3,1585,5455.0,2021,yes,yes,2025,757000
Boucherville,Boucherville Centre,Single Family,5,2,1071,9991.0,2017,yes,yes,2025,594000
Repentigny,Le Gardeur,Single Family,4,2,1237,5236.0,1956,yes,yes,2024,525000
Montréal,Villeray,Single Family,4,3,1832,4898.0,1981,no,no,2025,662000
Montréal,NDG,Townhouse,3,2,1094,2760.0,2009,yes,yes,2024,451000
Longueuil,Saint-Hubert,Townhouse,3,1,1273,3502.0,2007,no,no,2022,488000
Québec,Sillery,Townhouse,3,2,1229,2748.0,1977,yes,no,2023,271000
Terrebonne,La Plaine,Duplex,5,3,2030,4160.0,1998,no,yes,2022,686000
Laval,Sainte-Dorothée,Single Family,5,3,1577,10327.0,2010,yes,no,2024,782000
Blainville,Blainville Centre,Duplex,4,4,1646,6115.0,1972,no,yes,2025,530000
Lévis,Lévis Centre,Single Family,4,3,1725,5393.0,1965,no,yes,2025,514000
Montréal,Ville-Marie,Single Family,3,4,1997,7751.0,1929,no,yes,2025,787000
Saint-Jérôme,Centre-Ville,Townhouse,2,1,1049,3943.0,1991,yes,no,2023,274000
Pointe-Claire,West Island,Townhouse,3,1,1011,2749.0,1999,yes,yes,2022,397000
Montréal,Plateau-Mont-Royal,Single Family,5,2,1554,3752.0,1988,no,yes,2025,626000
Québec,Sainte-Foy,Duplex,5,3,1351,3673.0,1916,yes,yes,2025,327000
Québec,Vanier,Single Family,3,3,972,5589.0,1945,yes,no,2023,320000
Laval,Fabreville,Single Family,2,2,1350,14152.0,1978,yes,yes,2025,718000
Repentigny,Repentigny Centre,Triplex,7,4,2398,5712.0,1968,yes,no,2024,1090000
Longueuil,Saint-Hubert,Triplex,5,4,2616,3711.0,1955,yes,yes,2025,1186000
Brossard,Secteur B,Single Family,4,3,917,9212.0,1978,no,yes,2024,547000
Brossard,Secteur C,Townhouse,4,1,1122,3074.0,2014,yes,no,2021,335000
Saguenay,La Baie,Single Family,5,3,1806,5847.0,1959,yes,yes,2022,355000
Montréal,Rosemont,Single Family,5,2,1927,7942.0,1960,yes,yes,2022,578000
Saguenay,Jonquière,Townhouse,2,2,896,2602.0,1967,yes,no,2023,200000
Montréal,Rosemont,Single Family,4,3,1539,3669.0,2019,yes,no,2021,408000
Laval,Pont-Viau,Single Family,3,3,1648,10396.0,2000,yes,yes,2024,667000
Longueuil,Vieux-Longueuil,Duplex,4,3,1626,4318.0,1997,yes,yes,2025,913000
Sherbrooke,Rock Forest,Single Family,3,2,1839,11102.0,1991,no,yes,2022,419000
Gatineau,Buckingham,Single Family,4,3,1815,4832.0,1978,no,yes,2025,601000
Brossard,Secteur C,Single Family,5,3,1310,6575.0,2016,yes,yes,2025,638000
Montréal,Ahuntsic,Duplex,4,3,1364,4634.0,1987,no,yes,2025,616000
Gatineau,Aylmer,Single Family,4,2,1472,7474.0,1958,yes,yes,2024,582000
Montréal,Villeray,Townhouse,3,2,992,3110.0,1955,yes,yes,2023,362000
Sherbrooke,Rock Forest,Single Family,5,3,1188,10178.0,1967,no,yes,2025,430000
Montréal,Saint-Léonard,Duplex,3,3,1607,3493.0,1962,no,yes,2023,579000
Québec,Sainte-Foy,Duplex,3,3,1481,5483.0,1968,no,yes,2022,365000
Blainville,Blainville Centre,Single Family,4,2,1364,6879.0,2002,yes,yes,2025,530000
Gatineau,Buckingham,Single Family,5,2,1608,10108.0,1955,yes,yes,2025,791000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,3,3,1579,12384.0,1965,yes,yes,2024,423000
Montréal,Ville-Marie,Single Family,5,1,1324,6584.0,1959,yes,yes,2024,556000
Laval,Duvernay,Single Family,5,1,1615,6867.0,1960,yes,yes,2024,621000
Repentigny,Repentigny Centre,Single Family,4,2,1512,13971.0,1974,yes,yes,2023,555000
Montréal,Villeray,Single Family,4,2,1325,6509.0,1969,yes,yes,2023,528000
Montréal,Villeray,Single Family,4,3,1351,5323.0,1986,yes,yes,2023,506000
Saint-Jérôme,Centre-Ville,Townhouse,2,2,970,2938.0,1976,no,yes,2023,218000
Laval,Duvernay,Single Family,4,3,1092,3908.0,1965,yes,no,2022,368000
Saint-Jérôme,Centre-Ville,Single Family,3,1,1011,7134.0,1984,yes,yes,2025,332000
Repentigny,Repentigny Centre,Single Family,2,3,1954,11598.0,1955,yes,yes,2022,634000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,3,2,1875,7070.0,2009,yes,yes,2024,464000
Laval,Fabreville,Single Family,3,3,1493,5617.0,1965,yes,yes,2024,588000
Longueuil,Greenfield Park,Townhouse,4,2,912,2058.0,1989,yes,no,2025,447000
Montréal,Villeray,Townhouse,3,2,940,3231.0,1965,no,yes,2025,384000
Blainville,Blainville Centre,Single Family,3,2,1565,8652.0,2018,yes,no,2024,588000
Trois-Rivières,Centre-Ville,Single Family,5,2,1075,3571.0,2014,yes,yes,2022,206000
Longueuil,Greenfield Park,Single Family,4,2,1160,10576.0,2002,yes,yes,2024,579000
Boucherville,Boucherville Centre,Single Family,5,3,1756,7295.0,2023,yes,yes,2024,726000
Blainville,Blainville Centre,Single Family,3,3,1225,7210.0,2020,yes,yes,2021,392000
Longueuil,Greenfield Park,Townhouse,3,2,1097,3255.0,1973,yes,yes,2024,442000
Laval,Duvernay,Single Family,3,2,1129,5704.0,1980,yes,no,2022,452000
Brossard,Secteur A,Townhouse,3,2,1113,2482.0,1962,yes,yes,2022,335000
Québec,Sillery,Single Family,6,3,1320,8703.0,1953,no,no,2025,511000
Montréal,Pointe-aux-Trembles,Single Family,4,4,1012,8498.0,1940,yes,yes,2024,459000
Baie-Comeau,Baie-Comeau Centre,Duplex,4,2,1853,4192.0,2020,yes,no,2022,155000
Laval,Pont-Viau,Duplex,4,3,1403,2705.0,1962,no,yes,2025,745000
Longueuil,Vieux-Longueuil,Single Family,3,1,1540,7321.0,1971,yes,yes,2025,887000
Montréal,Pointe-aux-Trembles,Duplex,4,3,1922,3924.0,1964,no,yes,2025,791000
Terrebonne,La Plaine,Townhouse,3,2,1063,2064.0,1999,yes,no,2022,440000
Québec,Vanier,Duplex,5,3,1618,4969.0,1977,yes,yes,2023,406000
Trois-Rivières,Cap-de-la-Madeleine,Single Family,4,4,1279,10815.0,1963,yes,yes,2023,351000
Laval,Chomedey,Single Family,5,2,2057,4778.0,2009,yes,yes,2022,715000
Sherbrooke,Rock Forest,Duplex,4,2,1860,4358.0,2006,yes,no,2022,371000
Longueuil,Vieux-Longueuil,Townhouse,2,2,1125,2561.0,1968,no,yes,2025,516000
Terrebonne,La Plaine,Duplex,5,3,1548,3165.0,1977,yes,no,2023,649000
Trois-Rivières,Cap-de-la-Madeleine,Triplex,8,4,2395,6351.0,2022,yes,no,2023,527000
Québec,Vanier,Single Family,4,3,962,8615.0,2001,yes,no,2022,245000
Montréal,Plateau-Mont-Royal,Duplex,5,3,1823,4214.0,1934,yes,yes,2025,965000
Québec,Sillery,Single Family,4,3,1958,4608.0,1972,yes,yes,2024,448000
Laval,Duvernay,Single Family,3,3,1440,10568.0,1984,yes,yes,2024,701000
Repentigny,Repentigny Centre,Single Family,6,3,1348,14775.0,1972,yes,no,2025,758000
Québec,Sainte-Foy,Single Family,4,2,1647,5346.0,1902,yes,yes,2025,491000
Montréal,NDG,Single Family,6,3,1388,5781.0,1999,no,yes,2025,747000
Sherbrooke,Lennoxville,Duplex,5,3,1635,5167.0,2011,yes,yes,2025,502000
Montréal,Plateau-Mont-Royal,Single Family,3,3,1681,7031.0,1972,yes,yes,2025,699000
Saint-Jérôme,Centre-Ville,Single Family,3,2,1055,12727.0,1989,yes,no,2022,318000
Montréal,Rosemont,Single Family,5,2,1589,4623.0,2000,no,yes,2024,567000
Blainville,Blainville Centre,Townhouse,3,2,1342,3317.0,1987,yes,yes,2023,377000
Saint-Jérôme,Bellefeuille,Duplex,4,3,2090,4229.0,1974,yes,yes,2021,366000
Saint-Jean-sur-Richelieu,Centre-Ville,Single Family,5,2,1211,12018.0,2002,no,no,2023,309000
Drummondville,Saint-Charles,Townhouse,3,2,978,1921.0,1972,yes,yes,2025,285000
Québec,Beauport,Single Family,4,3,1538,12547.0,1984,no,yes,2024,470000
Blainville,Blainville Centre,Single Family,4,3,1530,5825.0,1989,no,no,2024,444000
Sherbrooke,Fleurimont,Single Family,2,2,1217,5220.0,2002,yes,yes,2021,277000
Québec,Sillery,Duplex,4,3,1841,4944.0,1975,yes,yes,2023,452000
Mirabel,Sainte-Monique,Single Family,4,1,1784,5965.0,1985,yes,yes,2025,590000
Montréal,NDG,Townhouse,4,2,1191,2791.0,1923,no,yes,2023,397000
Victoriaville,Centre-Ville,Single Family,6,2,1758,5908.0,1996,yes,yes,2025,601000
Longueuil,Saint-Hubert,Single Family,4,3,1304,9280.0,1984,yes,yes,2025,635000
Terrebonne,Lachenaie,Single Family,4,4,2057,5116.0,2015,yes,yes,2024,817000
Trois-Rivières,Cap-de-la-Madeleine,Duplex,3,3,2005,2647.0,1968,yes,no,2025,386000
Laval,Duvernay,Townhouse,2,2,888,2736.0,1975,yes,yes,2022,418000
Montréal,Outremont,Single Family,3,4,1843,10136.0,1970,no,yes,2021,470000
Mirabel,Sainte-Monique,Single Family,3,1,1121,7529.0,1975,yes,yes,2024,499000
Sherbrooke,Lennoxville,Townhouse,3,2,1187,2728.0,2012,yes,no,2023,339000
Terrebonne,Lachenaie,Single Family,3,3,1390,4953.0,1955,no,yes,2024,661000
Sherbrooke,Centre-Ville,Townhouse,3,2,1080,3100.0,1983,yes,yes,2025,337000
Montréal,Outremont,Single Family,5,4,1540,7664.0,1939,no,no,2021,506000
Longueuil,Vieux-Longueuil,Single Family,4,3,1650,6115.0,1958,yes,yes,2022,584000
Montréal,Ville-Marie,Single Family,5,2,1557,9155.0,1978,no,yes,2024,732000
Québec,Lebourgneuf,Single Family,3,2,1687,4686.0,2018,no,no,2024,509000
Saint-Jérôme,Centre-Ville,Single Family,2,4,1783,8298.0,2017,yes,yes,2024,506000
Sept-Îles,Sept-Îles Centre,Townhouse,3,2,947,1703.0,1970,no,yes,2022,130000
Montréal,Verdun,Duplex,5,3,1550,5810.0,1974,no,no,2024,760000
Longueuil,Le Vieux-Longueuil,Single Family,6,2,1354,3620.0,1958,yes,yes,2021,424000
Drummondville,Centre-Ville,Single Family,3,3,1559,7574.0,1957,yes,yes,2024,396000
Victoriaville,Centre-Ville,Duplex,5,4,1568,5537.0,2023,yes,no,2024,506000
Laval,Pont-Viau,Single Family,4,2,1752,4373.0,2012,yes,yes,2025,690000
Dollard-des-Ormeaux,West Island,Single Family,4,3,1227,10037.0,1983,yes,yes,2021,535000
Terrebonne,La Plaine,Single Family,5,3,1718,5491.0,1964,no,yes,2024,708000
Brossard,Secteur A,Townhouse,2,3,969,2168.0,2019,yes,yes,2024,434000
Montréal,NDG,Townhouse,3,2,1331,2188.0,1925,no,yes,2022,401000
Montréal,Villeray,Duplex,5,3,1507,6630.0,2014,no,no,2023,566000
Lévis,Saint-Nicolas,Single Family,3,2,1816,9470.0,2021,yes,yes,2024,492000
Montréal,Lachine,Single Family,5,2,1225,6994.0,2012,yes,yes,2024,601000
Val-d'Or,Val-d'Or Centre,Single Family,4,2,1577,7829.0,1978,yes,yes,2022,262000
Trois-Rivières,Trois-Rivières-Ouest,Townhouse,3,2,1084,2454.0,1960,yes,yes,2021,183000
Val-d'Or,Val-d'Or Centre,Triplex,7,4,2169,5008.0,1982,no,yes,2021,246000
Montréal,Ville-Marie,Bungalow,3,1,1217,7767.0,2005,no,yes,2022,439000
Longueuil,Greenfield Park,Single Family,3,2,1272,6292.0,2002,yes,no,2023,535000
Montréal,Ville-Marie,Duplex,6,3,1938,3825.0,1933,no,yes,2021,675000
Montréal,NDG,Single Family,4,4,1149,5465.0,1989,yes,yes,2023,655000
Gatineau,Hull,Single Family,4,2,1529,8329.0,2020,no,yes,2023,669000
Québec,Beauport,Single Family,3,2,1798,7318.0,1924,yes,no,2023,372000
Laval,Sainte-Dorothée,Single Family,5,4,1411,12871.0,1984,no,yes,2025,725000
Drummondville,Centre-Ville,Townhouse,3,2,1165,2834.0,2012,yes,yes,2025,345000
Longueuil,Vieux-Longueuil,Single Family,4,2,1001,6684.0,1955,yes,yes,2021,445000
Montréal,Ahuntsic,Single Family,5,3,1431,5487.0,1923,no,yes,2021,412000
Sherbrooke,Rock Forest,Townhouse,3,2,1193,4238.0,1968,no,yes,2023,278000
Montréal,Ville-Marie,Townhouse,3,3,1245,2266.0,1968,no,yes,2025,463000
Repentigny,Repentigny Centre,Single Family,2,2,2113,13029.0,1998,yes,yes,2023,820000
Brossard,Secteur B,Townhouse,3,3,1159,4210.0,1988,no,yes,2024,484000
Trois-Rivières,Cap-de-la-Madeleine,Triplex,7,4,2227,4479.0,2018,no,no,2021,413000
Montréal,Pointe-aux-Trembles,Single Family,3,1,1822,4736.0,1983,yes,yes,2022,653000
Granby,Centre-Ville,Bungalow,3,2,1125,4852.0,1994,no,yes,2022,387000
Longueuil,Vieux-Longueuil,Single Family,3,3,1453,4206.0,1970,yes,yes,2025,627000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,1,1289,9170.0,1981,no,yes,2025,340000
Sherbrooke,Rock Forest,Single Family,5,2,1486,5941.0,1964,yes,no,2024,376000
Sherbrooke,Fleurimont,Duplex,5,3,1841,4895.0,2011,no,yes,2024,457000
Drummondville,Centre-Ville,Single Family,6,2,1424,6133.0,1958,yes,yes,2025,423000
Longueuil,Vieux-Longueuil,Duplex,4,3,1322,6117.0,1964,yes,yes,2023,647000
Longueuil,Saint-Hubert,Single Family,4,3,1345,6332.0,2019,yes,no,2025,830000
Laval,Fabreville,Townhouse,3,2,1144,2945.0,1975,yes,yes,2025,511000
Montréal,Lachine,Single Family,5,2,1518,12209.0,1941,yes,yes,2024,742000
Lévis,Charny,Single Family,6,3,1690,5144.0,1979,yes,yes,2022,337000
Québec,Limoilou,Single Family,4,3,1405,8231.0,1929,yes,yes,2023,395000
Brossard,Secteur C,Townhouse,2,1,1023,2696.0,2004,yes,no,2022,322000
Montréal,Villeray,Duplex,4,3,1722,4515.0,2012,yes,yes,2023,681000
Sherbrooke,Fleurimont,Duplex,6,4,1442,2607.0,2021,yes,yes,2024,458000
Longueuil,Le Vieux-Longueuil,Single Family,4,3,847,7822.0,2003,yes,no,2025,598000
Québec,Beauport,Single Family,4,2,1784,3574.0,1991,no,yes,2023,466000
Montréal,Verdun,Single Family,4,3,1271,8504.0,1998,yes,yes,2022,477000
Montréal,Ahuntsic,Single Family,3,3,1265,6922.0,2018,yes,yes,2022,547000
Dollard-des-Ormeaux,West Island,Single Family,3,4,950,4936.0,1994,yes,yes,2025,498000
Boucherville,Boucherville Centre,Townhouse,3,2,1043,3875.0,1983,yes,yes,2021,390000
Montréal,Rosemont,Single Family,4,3,2143,9758.0,1905,no,yes,2024,652000
Brossard,Solar Uniquartier,Duplex,5,3,1817,4764.0,1993,yes,yes,2024,683000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,3,2,1143,5848.0,1993,yes,yes,2023,540000
Laval,Pont-Viau,Single Family,3,1,1907,5233.0,1995,yes,yes,2022,610000
Montréal,Saint-Léonard,Townhouse,2,2,1157,2120.0,1971,yes,no,2023,409000
Repentigny,Repentigny Centre,Single Family,3,2,1540,7914.0,1997,yes,yes,2023,666000
Terrebonne,Terrebonne Ouest,Single Family,3,3,1390,6476.0,2019,yes,yes,2023,674000
Laval,Pont-Viau,Townhouse,3,3,887,3706.0,1958,yes,no,2022,289000
Gatineau,Aylmer,Single Family,3,4,1645,8075.0,2000,yes,yes,2025,656000
Saguenay,Jonquière,Townhouse,4,2,1233,2330.0,2009,yes,yes,2022,238000
Montréal,Saint-Léonard,Townhouse,3,3,1209,2403.0,1939,no,yes,2023,430000
Laval,Duvernay,Single Family,3,3,1877,7754.0,2016,yes,yes,2022,591000
Longueuil,Vieux-Longueuil,Single Family,6,3,1149,7039.0,1968,yes,yes,2025,737000
Montréal,Verdun,Single Family,5,1,1628,8327.0,1953,no,yes,2025,758000
Montréal,LaSalle,Townhouse,4,1,963,2351.0,1994,yes,yes,2021,307000
Montréal,Verdun,Single Family,4,2,1841,5688.0,1984,yes,no,2021,584000
Saint-Jean-sur-Richelieu,Iberville,Single Family,4,2,1823,7210.0,1968,yes,yes,2024,468000
Montréal,Ahuntsic,Single Family,5,2,1931,9125.0,2018,no,no,2024,613000
Trois-Rivières,Trois-Rivières-Ouest,Townhouse,3,2,1059,3682.0,1958,yes,yes,2023,234000
Laval,Fabreville,Single Family,4,3,1217,2905.0,2013,yes,yes,2025,571000
Québec,Val-Bélair,Single Family,4,2,982,12374.0,1924,yes,no,2025,359000
Saguenay,La Baie,Bungalow,3,2,1041,3098.0,2006,yes,yes,2025,272000
Candiac,Candiac Centre,Single Family,5,4,2006,5946.0,1975,yes,yes,2025,781000
Saint-Jérôme,Bellefeuille,Single Family,3,3,1393,10940.0,1981,yes,yes,2025,490000
Longueuil,Le Vieux-Longueuil,Townhouse,3,2,1115,3329.0,2005,yes,yes,2025,523000
Longueuil,Saint-Hubert,Single Family,2,2,1546,11172.0,1981,yes,yes,2022,546000
Montréal,Villeray,Triplex,6,5,2424,4782.0,1993,yes,yes,2024,1277000
Saint-Jean-sur-Richelieu,Centre-Ville,Townhouse,3,2,1330,3508.0,2023,yes,yes,2024,316000
Laval,Fabreville,Single Family,3,2,1294,9107.0,2020,no,yes,2024,593000
Gatineau,Aylmer,Single Family,4,3,1337,9855.0,1968,yes,yes,2023,497000
Brossard,Secteur B,Single Family,2,2,1643,7618.0,2012,yes,yes,2022,592000
Longueuil,Le Vieux-Longueuil,Single Family,2,2,1664,7260.0,1987,yes,yes,2025,730000
Gatineau,Hull,Townhouse,2,2,866,2380.0,1957,yes,yes,2023,293000
Pointe-Claire,West Island,Single Family,3,1,1787,9343.0,2016,yes,yes,2021,611000
Dollard-des-Ormeaux,West Island,Duplex,4,3,1742,5283.0,1959,yes,no,2023,527000
Laval,Chomedey,Single Family,5,3,1369,4191.0,2023,yes,no,2025,713000
Saint-Jean-sur-Richelieu,Iberville,Triplex,8,5,2231,7632.0,1960,yes,yes,2021,459000
Brossard,Secteur C,Duplex,4,3,1753,6441.0,1974,yes,yes,2025,789000
Saint-Bruno-de-Montarville,Centre-Ville,Townhouse,3,2,929,2871.0,1969,no,yes,2022,283000
Terrebonne,La Plaine,Bungalow,3,1,939,6908.0,2019,yes,yes,2021,458000
Montréal,Mercier,Single Family,6,3,1478,9283.0,2015,yes,yes,2025,825000
Québec,Beauport,Single Family,4,2,1118,13162.0,1972,yes,yes,2025,427000
Alma,Alma Centre,Single Family,3,2,1504,6424.0,1962,yes,yes,2022,258000
Longueuil,Greenfield Park,Single Family,3,1,1735,13033.0,1963,yes,yes,2023,746000
Longueuil,Greenfield Park,Single Family,3,2,1492,10659.0,2013,yes,yes,2025,840000
Montréal,Hochelaga-Maisonneuve,Single Family,3,3,1275,3752.0,1997,yes,yes,2022,491000
Longueuil,Saint-Hubert,Duplex,5,3,1685,5145.0,1958,yes,yes,2025,667000
Longueuil,Saint-Hubert,Single Family,3,3,1640,3762.0,1971,yes,yes,2025,803000
Montréal,Villeray,Single Family,4,3,1944,5843.0,1960,no,yes,2023,642000
Laval,Sainte-Dorothée,Single Family,5,3,1288,8558.0,1984,yes,no,2022,571000
Longueuil,Le Vieux-Longueuil,Single Family,4,3,1569,5242.0,1976,no,yes,2025,704000
Drummondville,Saint-Charles,Single Family,6,3,1651,5482.0,2013,yes,yes,2022,408000
Repentigny,Le Gardeur,Single Family,5,2,1072,7140.0,1987,yes,yes,2023,417000
Montréal,Verdun,Single Family,4,2,1962,9015.0,1992,yes,yes,2025,805000
Saguenay,La Baie,Triplex,6,5,2322,3882.0,1985,yes,no,2024,523000
Montréal,NDG,Duplex,3,4,1452,4165.0,2022,no,yes,2024,774000
Montréal,Lachine,Single Family,5,2,1016,4717.0,2021,no,no,2022,450000
Longueuil,Greenfield Park,Townhouse,3,2,997,3950.0,1978,yes,yes,2024,477000
Laval,Vimont,Duplex,5,3,1612,4068.0,1983,yes,yes,2025,669000
Vaudreuil-Dorion,Centre-Ville,Single Family,5,2,1396,7415.0,1985,yes,yes,2023,576000
Châteauguay,Centre-Ville,Townhouse,2,2,1109,3595.0,1998,yes,no,2023,252000
Montréal,Mercier,Townhouse,3,3,989,3030.0,1969,no,yes,2023,401000
Saint-Bruno-de-Montarville,Centre-Ville,Single Family,3,2,1879,6475.0,1960,yes,yes,2024,649000
Repentigny,Le Gardeur,Townhouse,3,2,1143,2504.0,2016,yes,no,2023,389000
Dollard-des-Ormeaux,West Island,Single Family,3,3,1320,8745.0,1956,yes,yes,2024,725000
Drummondville,Centre-Ville,Single Family,5,2,1649,5826.0,1960,yes,yes,2022,311000
Longueuil,Greenfield Park,Single Family,5,4,1133,5226.0,2017,no,yes,2022,487000
Lévis,Lévis Centre,Single Family,4,2,1900,11679.0,1961,yes,yes,2025,588000
Laval,Sainte-Dorothée,Single Family,4,4,1174,6644.0,1957,no,yes,2025,592000
Laval,Duvernay,Townhouse,3,2,1079,3765.0,1975,yes,yes,2025,494000
Montréal,Plateau-Mont-Royal,Single Family,2,1,1703,6067.0,2019,yes,yes,2024,648000
